conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,text_clean,label_model,model_conf,label_lexicon,final_label,status
1915408398402965604,Thu Apr 24 14:12:03 +0000 2025,0,selalu takut ketinggalan padahal ga lagi lomba sama siapa2,1915408398402965604,,,in,,0,0,0,https://x.com/undefined/status/1915408398402965604,1876580448828276736,,selalu takut ketinggalan padahal enggak lagi lomba sama siapa,negative,0.9839262366294861,negative,negative,valid
1915330849454670004,Thu Apr 24 13:50:04 +0000 2025,0,@capillisis kayaknya pensi main dulu deh akane. asli bener2 ngga ada rasa seneng lagi main ml tp takut ketinggalan event yg ku tunggu ,1915402864572457416,,capillisis,in,,0,1,0,https://x.com/undefined/status/1915402864572457416,1428204613170208769,,capillisis kayaknya pensi main dulu deh akane asli benar enggak ada rasa senang lagi main ml tapi takut ketinggalan event yang ku tunggu,negative,0.9815904498100281,negative,negative,valid
1915395632237511150,Thu Apr 24 13:26:53 +0000 2025,0,@pacarnyazinlee mau ditinggal takut ketinggalan cek keaktifan. dibawa pun ga kedengeran karna nyalain air,1915397032426013123,,pacarnyazinlee,in,,0,1,0,https://x.com/undefined/status/1915397032426013123,1727917112247857152,,pacarnyazinlee mau ditinggal takut ketinggalan cek keaktifan dibawa pun enggak kedengaran karena nyalain air,negative,0.989248514175415,negative,negative,valid
1915395968583033302,Thu Apr 24 13:24:20 +0000 2025,0,@thismengg jgn ngagetin yahhh pls takut ketinggalan ih,1915396388533268803,,thismengg,in,,0,0,0,https://x.com/undefined/status/1915396388533268803,1457043640534986756,,thismengg jangan ngagetin ya pls takut ketinggalan ih,negative,0.981270432472229,negative,negative,valid
1915394362198069658,Thu Apr 24 13:21:36 +0000 2025,0,@Rhuby Masih sore aku takut ketinggalan ingfo terupdate dunia T__T,1915395701498093827,,Rhuby,in,,0,1,0,https://x.com/undefined/status/1915395701498093827,276147971,,rhuby masih sore aku takut ketinggalan ingfo terupdate dunia t t,negative,0.9735672473907471,negative,negative,valid
1915392746497495205,Thu Apr 24 13:17:15 +0000 2025,0,@schonrosmarien Takut ketinggalan teh ya kamu!?,1915394608567378182,,schonrosmarien,in,,0,1,0,https://x.com/undefined/status/1915394608567378182,1651234841042595850,,schonrosmarien takut ketinggalan teh ya kamu,negative,0.9875004291534424,positive,negative,valid
1915083596085461031,Thu Apr 24 12:48:42 +0000 2025,0,@RekamDigital_ Admin tolol vidio lama di uplod lagi. Gini amat demi konten tolol,1915387423351345656,,RekamDigital_,in,,0,0,0,https://x.com/undefined/status/1915387423351345656,1743482801637531648,,rekamdigital admin tolol vidio lama di uplod lagi begini amat demi konten tolol,negative,0.9981106519699097,negative,negative,valid
1915374944457724347,Thu Apr 24 12:31:21 +0000 2025,9,@unicelounge Minta buru takut ketinggalan kereta diajak ngebut pas turun malah ndredek Pernah nganter ke kos cowok malah pacarnya selingkuh ‍ Pernah nganter orang mau bundir tpi tdk mati alhasil sekarat kesakitan di RS Pernah nungguin orang keracunan makanan di RS smpe subuh ,1915383055373787561,,unicelounge,in,,0,0,0,https://x.com/undefined/status/1915383055373787561,1793987737848266752,,unicelounge meminta buru takut ketinggalan kereta diajak ngebut pas turun malah ndredek pernah nganter ke kos cowok malah pacarnya selingkuh pernah nganter orang mau bundir tapi tidak mati alhasil sekarat kesakitan di rs pernah menunggu orang keracunan makanan di rs sampai subuh,negative,0.9904170036315918,neutral,negative,valid
1915373242841210965,Thu Apr 24 11:52:21 +0000 2025,3,takut ketinggalan ngder soalnya twt indo ditinggal sebentar aja udah rame,1915373242841210965,,,in,,0,1,0,https://x.com/undefined/status/1915373242841210965,1014254563203825664,,takut ketinggalan ngder soalnya twt indonesia ditinggal sebentar saja sudah rame,negative,0.9930851459503174,negative,negative,valid
1914165197209743774,Thu Apr 24 11:37:51 +0000 2025,0,@seuligie biar kekinian gitu gak sih kak? wkwkwkwk. bener mending turu biar bisa melawan dunia (kapan-kapan).,1915369591770927501,,seuligie,in,,0,1,0,https://x.com/undefined/status/1915369591770927501,1964540905,,seuligie biar kekinian begitu enggak sih kak wkwkwkwk benar mending turu biar bisa melawan dunia kapan kapan,negative,0.93656986951828,neutral,negative,valid
1915361756731646331,Thu Apr 24 11:06:43 +0000 2025,0,Hari ini jalanan macet ngt anjritttrr takut ketinggalan travellll babikkk,1915361756731646331,,,in,,0,0,0,https://x.com/undefined/status/1915361756731646331,2800833554,,hari ini jalanan macet ngt anjritttrr takut ketinggalan travellll babikkk,negative,0.9976266026496887,negative,negative,valid
1915318993344397321,Thu Apr 24 11:01:14 +0000 2025,0,@nekodolkki kk han ud post katalog blm yah takut ketinggalan (apa beneran ketinggalan),1915360378248130609,,nekodolkki,in,,0,1,0,https://x.com/undefined/status/1915360378248130609,1574951562,,nekodolkki kakak han sudah post katalog belum ya takut ketinggalan apa benaran ketinggalan,negative,0.9302192330360413,negative,negative,valid
1915349349644820898,Thu Apr 24 10:49:05 +0000 2025,0,@NIRATMAKA demi konten buat uas,1915357322505052329,,NIRATMAKA,in,,0,1,0,https://x.com/undefined/status/1915357322505052329,1352807004432076800,,niratmaka demi konten buat uas,neutral,0.9968729615211487,positive,neutral,valid
1915355920097567111,Thu Apr 24 10:43:31 +0000 2025,1,adalah gue saat mendarat di bandara manapun. takut ketinggalan ingpo kejadian di darat selama gue di langit,1915355920097567111,,,in,,0,0,0,https://x.com/undefined/status/1915355920097567111,1045695731087040512,,adalah gue saat mendarat di bandara manapun takut ketinggalan ingpo kejadian di darat selama gue di langit,negative,0.9314619898796082,negative,negative,valid
1915292505576530231,Thu Apr 24 10:31:00 +0000 2025,0,@magnoworks @Mdy_Asmara1701 @DediMulyadi71 Ya klo @DediMulyadi71 memang berpihak ke rakyat terutama jabar dan berniat memakmurkan rakyat jabar ya harus berani demi rakyat bukan demi konten/demi @prabowo /demi partai/ demi Ormas dll. Dari sini rakyat Jabar bisa melihat sebenarnya @DediMulyadi71 berpihak kesiapa?,1915352768174600250,,magnoworks,in,,0,2,0,https://x.com/undefined/status/1915352768174600250,985730749209788416,,magnoworks mdy asmara dedimulyadi ya kalo dedimulyadi memang berpihak ke rakyat terutama jabar dan berniat memakmurkan rakyat jabar ya harus berani demi rakyat bukan demi konten demi prabowo demi partai demi ormas dll dari sini rakyat jabar bisa melihat sebenarnya dedimulyadi berpihak kesiapa,negative,0.7904233336448669,positive,negative,valid
1915350472073925031,Thu Apr 24 10:21:52 +0000 2025,0,Mo mandi tp takut ketinggalan kalo 1st win poppop,1915350472073925031,,,in,,0,0,0,https://x.com/undefined/status/1915350472073925031,1331855680324599810,,mau mandi tapi takut ketinggalan kalo st win poppop,negative,0.7242509722709656,negative,negative,valid
1915035203573256605,Thu Apr 24 09:39:48 +0000 2025,4,@cursedkidd bg wills ini bkn demi konten. tp demi adik gw yg tiap buka HP hrs pake sendok krn casingnya udah pensiun batre ngamuk layar ngeghosting. Pas ngegame fps-nya bkn frame per second tp frame per semester. gw udah janjiin HP pas ultah tp dompet gw jg ultah. isinya: harapan ,1915339886661599667,,cursedkidd,in,,0,1,0,https://x.com/undefined/status/1915339886661599667,3269928080,,cursedkidd bang wills ini bukan demi konten tapi demi adik gue yang tiap buka hp harus pakai sendok karena casingnya sudah pensiun batre ngamuk layar ngeghosting pas ngegame fps nya bukan frame per second tapi frame per semester gue sudah janjiin hp pas ultah tapi dompet gue juga ultah isinya harapan,negative,0.7232269644737244,negative,negative,valid
1915336391464280558,Thu Apr 24 09:25:55 +0000 2025,0,Tadi nya sepanjang gua ketahan pipis takut ketinggalan jumpscare . ManusiaBerusaha IblisMemperdaya,1915336391464280558,,,in,,0,0,0,https://x.com/undefined/status/1915336391464280558,1686579011617775616,,tadi nya sepanjang gua ketahan pipis takut ketinggalan jumpscare manusiaberusaha iblismemperdaya,negative,0.9684423804283142,negative,negative,valid
1915293754967429561,Thu Apr 24 09:23:40 +0000 2025,0,@PaceCrypto saya suka analisa kamu bang analisanya sangat membantu sekedar saran aja jangan terlalu rakus jika sudah untung jika sekiranya udah untung jual aja biar lebih aman karena masih banyak koin koin baru yang akan muncul jangan takut ketinggalan moment,1915335826739016178,,PaceCrypto,in,,0,0,0,https://x.com/undefined/status/1915335826739016178,954205248318353408,,pacecrypto saya suka analisa kamu bang analisanya sangat membantu sekedar saran saja jangan terlalu rakus jika sudah untung jika sekiranya sudah untung jual saja biar lebih aman karena masih banyak koin koin baru yang akan muncul jangan takut ketinggalan moment,positive,0.9905346035957336,negative,positive,valid
1915334502844682577,Thu Apr 24 09:18:25 +0000 2025,0,Opini sampah anjing.Demi konten lu dengan enteng bilang gini .Asli sakit hati gua baca ini kalo lu ngga pernah ngerasain mending diem deh. Banyak perempuan diluar sana dia survive menjalani hidup dengan banyak luka yang dipendam tapi bisa sukses dengan itu semua.,1915334502844682577,,,in,,0,0,0,https://x.com/undefined/status/1915334502844682577,1806373239792537600,,opini sampah anjing demi konten lu dengan enteng bilang begini asli sakit hati gua baca ini kalo lu enggak pernah merasai mending diam deh banyak perempuan diluar sana dia survive menjalani hidup dengan banyak luka yang dipendam tapi bisa sukses dengan itu semua,negative,0.9805286526679993,negative,negative,valid
1915332369520959621,Thu Apr 24 09:09:56 +0000 2025,0,aku mau jajan... ayolah cepet kakxkaksbak takut ketinggalan,1915332369520959621,,,in,,0,0,0,https://x.com/undefined/status/1915332369520959621,1811438791963656192,,aku mau jajan ayolah cepat kakxkaksbak takut ketinggalan,negative,0.7510772347450256,negative,negative,valid
1914757218215584117,Thu Apr 24 09:09:12 +0000 2025,8,@iladasilfar KATA SIAPAAAA ANJING NGGA WORTH IT? MAJU LO SINI DEMI KONTEN LU NGEJATUHIN ORANG KEK GITU. ASAL LU TAU YA NGENTD NGGA SEMUA KEK GITU. GUA CURIGA WAKTU PEMBAGIAN OTAK SAMA EMPATI LU KAGA DATENG MAKANYA NGETIK LU ENTENG BANGET GINI,1915332185479143457,,iladasilfar,in,,0,0,0,https://x.com/undefined/status/1915332185479143457,1806373239792537600,,iladasilfar kata siapaaaa anjing enggak worth itu maju lo sini demi konten lu manjatuhkan orang kayak begitu asal lu tau ya ngentd enggak semua kayak begitu gua curiga waktu pembagian otak sama empati lu kagak datang makanya mengetik lu enteng banget begini,negative,0.9928520321846008,negative,negative,valid
1915331163461431688,Thu Apr 24 09:06:31 +0000 2025,0,@CassetteHearts Neee! Aku baru mau kenalan tapi ikut GA-nya dulu takut ketinggalan! &gt;____&lt;,1915331510791782459,,CassetteHearts,in,,0,1,0,https://x.com/undefined/status/1915331510791782459,1545549704,,cassettehearts neee aku baru mau kenalan tapi ikut enggak nya dulu takut ketinggalan begitu lantai,neutral,0.8790088295936584,negative,neutral,valid
1915331476951859562,Thu Apr 24 09:06:23 +0000 2025,0,gua keringetan sepanjang tp gamau ngedip karena takut ketinggalan. ManusiaBerusaha IblisMemperdaya https://t.co/HXceuopZsQ,1915331476951859562,https://pbs.twimg.com/ext_tw_video_thumb/1915331407347687424/pu/img/Hdftx4ZSVmdwr2k3.jpg,,in,,0,0,0,https://x.com/undefined/status/1915331476951859562,1738122768934465536,,gua keringetan sepanjang tapi enggak mau ngedip karena takut ketinggalan manusiaberusaha iblismemperdaya,negative,0.9949263334274292,negative,negative,valid
1914757218215584117,Thu Apr 24 09:00:07 +0000 2025,1,@iladasilfar demi konten jatuhin org kek gini lu pikir keren begitu? malah kek bencong,1915329899050811716,,iladasilfar,in,,0,1,0,https://x.com/undefined/status/1915329899050811716,1267665576438063104,,iladasilfar demi konten jatuhin orang kayak begini lu pikir keren begitu malah kayak bencong,negative,0.9973582625389099,negative,negative,valid
1915282099067883521,Thu Apr 24 08:38:21 +0000 2025,0,@kihyunsleman Gapapa banget! (imo) fangirling should be fun. Ga perlu dipaksakan ga perlu takut ketinggalan. Se-happy &amp; senyamannya aja gapapa banget kalo mau minggir dan lakuin hal lain pas lagi overwhelmed jadi WNI aja udah draining energy bgt wajar kalo capek,1915324422455791743,,kihyunsleman,in,,0,0,0,https://x.com/undefined/status/1915324422455791743,1283027605193584641,,kihyunsleman gapapa banget imo fangirling should be fun enggak perlu dipaksakan enggak perlu takut ketinggalan se happy amp senyamannya saja gapapa banget kalo mau minggir dan melakukan hal lain pas lagi overwhelmed jadi wni saja sudah draining energy banget wajar kalo capek,positive,0.7709026336669922,positive,positive,valid
1915283128299487491,Thu Apr 24 06:30:13 +0000 2025,0,Tapi ya demi konten ada aja yang coba. Dan yang coba sekarang jadi bijak dan suka review rumah sakit. https://t.co/MIxV4yalw2,1915292173689405715,,komisarisbumn,in,,0,0,0,https://x.com/undefined/status/1915292173689405715,901133972,,tapi ya demi konten ada saja yang coba dan yang coba sekarang jadi bijak dan suka review rumah sakit,positive,0.9363715648651123,negative,positive,valid
1915290816442147009,Thu Apr 24 06:24:49 +0000 2025,0,gini amat demi konten udah dpt berapa duit? nih gue tambahin biar makin luas jangkauannya. amit2 deh naudzubillah semoga ga ketemu cowo macam gini,1915290816442147009,,,in,,0,0,0,https://x.com/undefined/status/1915290816442147009,1069076092323946496,,begini amat demi konten sudah dapat berapa duit nih gue tambahkan biar makin luas jangkauannya amit deh naudzubillah semoga enggak ketemu cowok macam begini,negative,0.9781243801116943,neutral,negative,valid
1914975851583791529,Thu Apr 24 05:27:25 +0000 2025,2,@himacokes @kegblgnunfaedh Nitip telor dulu. Takut ketinggalan ceritanya https://t.co/OUfmandzUF,1915276369820344615,https://pbs.twimg.com/media/GpRttRZbYAYRwZQ.jpg,himacokes,in,,0,0,0,https://x.com/undefined/status/1915276369820344615,1681015740009418752,,himacokes kegblgnunfaedh nitip telor dulu takut ketinggalan ceritanya,neutral,0.8828594088554382,neutral,neutral,valid
1915272010118422702,Thu Apr 24 05:10:05 +0000 2025,0,Bisa aja sebenernya ikut riding the wave kesenjangan sosial tapi bedanya orang-orang cuma ngonten ya kalo kitamah yang mengalami wkwk. Gaperlu ngonten juga udah sehari-hari wkwkwk pas lewat di TL kadang pen nyeletuk Eh lu kan tajir ko pura-pura miskin demi konten ,1915272010118422702,,,in,,0,1,0,https://x.com/undefined/status/1915272010118422702,715717477229928448,,bisa saja sebenarnya ikut riding the wave kesenjangan sosial tapi bedanya orang orang cuma ngonten ya kalo kitamah yang mengalami wkwk gaperlu ngonten juga sudah sehari hari wkwkwk pas lewat di tl kadang pengin nyeletuk eh lu kan tajir kok pura pura miskin demi konten,negative,0.9961058497428894,neutral,negative,valid
1915264057277288888,Thu Apr 24 04:38:29 +0000 2025,0,p1h nih beneran definisi gen z yang kalo gak ikut tren tiktok bakal demam kali yak tapi gua suka bgt mereka kalo udah gen z era,1915264057277288888,,,in,,0,0,0,https://x.com/undefined/status/1915264057277288888,1546868976369954816,,p h nih benaran definisi gen saja yang kalo enggak ikut tren tiktok bakal demam kali ya tapi gua suka banget mereka kalo sudah gen saja era,positive,0.9910099506378174,negative,positive,valid
1915259796217061659,Thu Apr 24 04:21:33 +0000 2025,0,nasibb kebagian dayy-9 malahan keganggu sana sini entah yang bocoran soal jadine keseringan scroll X takut ketinggalan berita materi ambyar semua ya Allah konsistennya jga redupp. apa perlu restt ya?,1915259796217061659,,,in,,0,0,0,https://x.com/undefined/status/1915259796217061659,1855455914863861760,,nasibb kebagian dayy malahan keganggu sana sini entah yang bocoran soal jadine keseringan scroll kali takut ketinggalan berita materi ambyar semua ya allah konsistennya juga redupp apa perlu restt ya,negative,0.9764203429222107,negative,negative,valid
1915259139850399979,Thu Apr 24 04:18:57 +0000 2025,0,sorry ya w repost SEMUAA YG LEWAT krn takut ketinggalan hue masih kerja brok gbs pantengin TL,1915259139850399979,,,in,,0,0,0,https://x.com/undefined/status/1915259139850399979,950327183385374720,,sorry ya gue repost semuaa yang lewat karena takut ketinggalan hue masih kerja brok enggak bisa pantengin tl,negative,0.8728880882263184,negative,negative,valid
1915169362396537095,Thu Apr 24 04:12:25 +0000 2025,0,@ShinyAsahii ADA STUDY TOUR DI SEKOLAH AKU TAKUT KETINGGALAN BUS,1915257495578435952,,AcheOfAKUGW,in,,0,0,0,https://x.com/undefined/status/1915257495578435952,805619475319898112,,shinyasahii ada study tour di sekolah aku takut ketinggalan bus,neutral,0.8597050309181213,neutral,neutral,valid
1915169362396537095,Thu Apr 24 04:11:23 +0000 2025,0,@ShinyHaewon TAKUT KETINGGALAN BUS DD. HARI INI KK ADA STUDY TOUR DI SEKOLAH,1915257235393175840,,ShinyHaewon,in,,0,0,0,https://x.com/undefined/status/1915257235393175840,805619475319898112,,shinyhaewon takut ketinggalan bus dd hari ini kakak ada study tour di sekolah,neutral,0.9890447854995728,neutral,neutral,valid
1915169362396537095,Thu Apr 24 04:11:02 +0000 2025,0,@ShinyWinteo Aku bangun pagi soalnya hari ini ada Study Tour Kk. Takut ketinggalan bus,1915257147606311033,,acrelile,in,,0,1,0,https://x.com/undefined/status/1915257147606311033,805619475319898112,,shinywinteo aku bangun pagi soalnya hari ini ada study tour kakak takut ketinggalan bus,neutral,0.9649708271026611,negative,neutral,valid
1915209079028580395,Thu Apr 24 04:04:22 +0000 2025,0,@nakamahargamati lagian sih ada ada aja demi konten,1915255469956063693,,pikpikripik,in,,0,0,0,https://x.com/undefined/status/1915255469956063693,1444541782654533633,,nakamahargamati lagian sih ada ada saja demi konten,negative,0.9226493835449219,negative,negative,valid
1915229881295671403,Thu Apr 24 03:59:25 +0000 2025,0,@sotodagiing ngebut banget ini takut ketinggalan wkwk,1915254223119499491,,lettah0ran,in,,0,0,0,https://x.com/undefined/status/1915254223119499491,1804382671273160705,,sotodagiing ngebut banget ini takut ketinggalan wkwk,negative,0.9857229590415955,neutral,negative,valid
1915075339094753564,Thu Apr 24 03:52:43 +0000 2025,0,@raffimulyaa WKWKWK pajak negara dipake buat bayar bot sama buzzer demi konten video youtube doang,1915252538842263923,,raffimulyaa,in,,0,0,0,https://x.com/undefined/status/1915252538842263923,216640816,,raffimulyaa wkwkwk pajak negara dipakai buat bayar bot sama buzzer demi konten video youtube doang,negative,0.9235902428627014,positive,negative,valid
1915248137381511374,Thu Apr 24 03:42:59 +0000 2025,0,@henzieeAg demi konten wkwk,1915250088487932158,,henzieeAg,in,,0,1,0,https://x.com/undefined/status/1915250088487932158,350736683,,henzieeag demi konten wkwk,neutral,0.4930097460746765,neutral,neutral,valid
1915001031190262199,Thu Apr 24 02:00:35 +0000 2025,0,@littlenyom kapan kah? aku takut ketinggalan lg krn bener2 gak muncul di mentab mentionnya,1915224318126215515,,littlenyom,in,,0,2,0,https://x.com/undefined/status/1915224318126215515,1187349000787152896,,littlenyom kapan kah aku takut ketinggalan lagi karena benar enggak muncul di mentab mentionnya,negative,0.7887104153633118,negative,negative,valid
1915024431329812495,Wed Apr 23 12:46:18 +0000 2025,10,Guys penasaran aja kalian FOMO untuk entry dan takut ketinggalan atau enggak?,1915024431329812495,,,in,,1,6,0,https://x.com/undefined/status/1915024431329812495,1904032048517697536,,guys penasaran saja kalian fomo untuk entry dan takut ketinggalan atau enggak,negative,0.9657401442527771,negative,negative,valid
1915015036432531662,Wed Apr 23 12:15:43 +0000 2025,0,@YonoSsaem takut ketinggalan ssaem,1915016733318152696,,YonoSsaem,in,,0,0,0,https://x.com/undefined/status/1915016733318152696,211816787,,yonossaem takut ketinggalan ssaem,negative,0.9931708574295044,negative,negative,valid
1914909158337323512,Wed Apr 23 12:07:13 +0000 2025,1,@serapharchangel mjb aku mau nitip ya bub takut ketinggalan info juga...,1915014596676706364,,serapharchangel,in,,0,0,0,https://x.com/undefined/status/1915014596676706364,1650551611994021889,,serapharchangel mjb aku mau nitip ya bub takut ketinggalan info juga,neutral,0.9942427277565002,negative,neutral,valid
1914998722565640680,Wed Apr 23 11:04:09 +0000 2025,0,haruskah gue lamgganan wv riize sebulan saat ini juga? takut ketinggalan livenya anton ,1914998722565640680,,,in,,0,0,0,https://x.com/undefined/status/1914998722565640680,1271827576030326790,,haruskah gue lamgganan wv riize sebulan saat ini juga takut ketinggalan livenya anton,negative,0.9801520705223083,negative,negative,valid
1914993575139610805,Wed Apr 23 10:43:41 +0000 2025,0,Terlalu santai merasa takut ketinggalan terburu-buru malah gak hati-hati ,1914993575139610805,,,in,,0,0,0,https://x.com/undefined/status/1914993575139610805,1108929746,,terlalu santai merasa takut ketinggalan terburu buru malah enggak hati hati,negative,0.9961910247802734,negative,negative,valid
1914992868785311823,Wed Apr 23 10:40:53 +0000 2025,0,liat tailer ga mood nonton tapi penasaran sama takut ketinggalan :v MOQEEL AGZ EPS 142 #MOQEELatAGZEps142 #MOQEEL,1914992868785311823,,,in,,0,0,0,https://x.com/undefined/status/1914992868785311823,1898276905285304325,,lihat tailer enggak mood menonton tapi penasaran sama takut ketinggalan v moqeel agz eps moqeelatagzeps moqeel,neutral,0.7972863912582397,positive,neutral,valid
1914983231759294846,Wed Apr 23 10:02:35 +0000 2025,0,hoax anjir demi konten,1914983231759294846,,,in,,0,0,0,https://x.com/undefined/status/1914983231759294846,1102544559920168960,,hoax anjir demi konten,negative,0.9972600936889648,negative,negative,valid
1914901379287753151,Wed Apr 23 09:48:17 +0000 2025,0,@pikiran_rakyat @DediMulyadi71 tidak di tindak oknum2 nya . prilaku kesewenang2 an oknum nya akan ber ulang kalau begini terus bisa jadi kegiatan kang Dedi hanya demi konten semata tidak menyentuh akar masalahnya,1914979631972679909,,reskap_,in,,0,1,0,https://x.com/undefined/status/1914979631972679909,1088309132,,pikiran rakyat dedimulyadi tidak di tindak oknum nya prilaku kesewenang an oknum nya akan ber ulang kalau begini terus bisa jadi kegiatan kang dedi hanya demi konten semata tidak menyentuh akar masalahnya,negative,0.9958975315093994,negative,negative,valid
1914817227414704345,Wed Apr 23 08:18:57 +0000 2025,0,@lacheriebon Antara emang bodoh apa demi.konten ya? Kadang jd trust issue sama yg gini2,1914957148360003610,,lacheriebon,in,,0,1,0,https://x.com/undefined/status/1914957148360003610,44561934,,lacheriebon antara memang bodoh apa demi konten ya kadang jadi trust issue sama yang begini,negative,0.9965544939041138,neutral,negative,valid
1914952347282718968,Wed Apr 23 08:17:14 +0000 2025,0,@Memoramco18 pls tag akuu kka takut ketinggalan,1914956719727501412,,Memoramco18,in,,0,0,0,https://x.com/undefined/status/1914956719727501412,964910663079411712,,memoramco pls tag aku kakak takut ketinggalan,negative,0.8938012719154358,negative,negative,valid
1914951016866570643,Wed Apr 23 07:59:55 +0000 2025,2,@orenjiiiyo Loh iya kah? Aku fokus ke akunya dn kak takut ketinggalan tapi tenyata akun kakak dulu yang muncul di notif.,1914952359056433331,,orenjiiiyo,in,,0,0,0,https://x.com/undefined/status/1914952359056433331,1805945073655492608,,orenjiiiyo loh iya kah aku fokus ke akunya dan kak takut ketinggalan tapi tenyata akun kakak dulu yang muncul di notif,neutral,0.7112322449684143,negative,neutral,valid
