"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1915408398402965604","Thu Apr 24 14:12:03 +0000 2025","0","selalu takut ketinggalan padahal ga lagi lomba sama siapa2","1915408398402965604","","","in","","0","0","0","https://x.com/undefined/status/1915408398402965604","1876580448828276736",
"1915330849454670004","Thu Apr 24 13:50:04 +0000 2025","0","@capillisis kayaknya pensi main dulu deh akane. asli bener2 ngga ada rasa seneng lagi main ml tp takut ketinggalan event yg ku tunggu ","1915402864572457416","","capillisis","in","","0","1","0","https://x.com/undefined/status/1915402864572457416","1428204613170208769",
"1915395632237511150","Thu Apr 24 13:26:53 +0000 2025","0","@pacarnyazinlee mau ditinggal takut ketinggalan cek keaktifan. dibawa pun ga kedengeran karna nyalain air","1915397032426013123","","pacarnyazinlee","in","","0","1","0","https://x.com/undefined/status/1915397032426013123","1727917112247857152",
"1915395968583033302","Thu Apr 24 13:24:20 +0000 2025","0","@thismengg jgn ngagetin yahhh pls takut ketinggalan ih","1915396388533268803","","thismengg","in","","0","0","0","https://x.com/undefined/status/1915396388533268803","1457043640534986756",
"1915394362198069658","Thu Apr 24 13:21:36 +0000 2025","0","@Rhuby Masih sore aku takut ketinggalan ingfo terupdate dunia T__T","1915395701498093827","","Rhuby","in","","0","1","0","https://x.com/undefined/status/1915395701498093827","276147971",
"1915392746497495205","Thu Apr 24 13:17:15 +0000 2025","0","@schonrosmarien Takut ketinggalan teh ya kamu!?","1915394608567378182","","schonrosmarien","in","","0","1","0","https://x.com/undefined/status/1915394608567378182","1651234841042595850",
"1915083596085461031","Thu Apr 24 12:48:42 +0000 2025","0","@RekamDigital_ Admin tolol vidio lama di uplod lagi. Gini amat demi konten tolol","1915387423351345656","","RekamDigital_","in","","0","0","0","https://x.com/undefined/status/1915387423351345656","1743482801637531648",
"1915374944457724347","Thu Apr 24 12:31:21 +0000 2025","9","@unicelounge Minta buru takut ketinggalan kereta diajak ngebut pas turun malah ndredek Pernah nganter ke kos cowok malah pacarnya selingkuh ‍ Pernah nganter orang mau bundir tpi tdk mati alhasil sekarat kesakitan di RS Pernah nungguin orang keracunan makanan di RS smpe subuh ","1915383055373787561","","unicelounge","in","","0","0","0","https://x.com/undefined/status/1915383055373787561","1793987737848266752",
"1915373242841210965","Thu Apr 24 11:52:21 +0000 2025","3","takut ketinggalan ngder soalnya twt indo ditinggal sebentar aja udah rame","1915373242841210965","","","in","","0","1","0","https://x.com/undefined/status/1915373242841210965","1014254563203825664",
"1914165197209743774","Thu Apr 24 11:37:51 +0000 2025","0","@seuligie biar kekinian gitu gak sih kak? wkwkwkwk. bener mending turu biar bisa melawan dunia (kapan-kapan).","1915369591770927501","","seuligie","in","","0","1","0","https://x.com/undefined/status/1915369591770927501","1964540905",
"1915361756731646331","Thu Apr 24 11:06:43 +0000 2025","0","Hari ini jalanan macet ngt anjritttrr takut ketinggalan travellll babikkk","1915361756731646331","","","in","","0","0","0","https://x.com/undefined/status/1915361756731646331","2800833554",
"1915318993344397321","Thu Apr 24 11:01:14 +0000 2025","0","@nekodolkki kk han ud post katalog blm yah takut ketinggalan (apa beneran ketinggalan)","1915360378248130609","","nekodolkki","in","","0","1","0","https://x.com/undefined/status/1915360378248130609","1574951562",
"1915349349644820898","Thu Apr 24 10:49:05 +0000 2025","0","@NIRATMAKA demi konten buat uas","1915357322505052329","","NIRATMAKA","in","","0","1","0","https://x.com/undefined/status/1915357322505052329","1352807004432076800",
"1915355920097567111","Thu Apr 24 10:43:31 +0000 2025","1","adalah gue saat mendarat di bandara manapun. takut ketinggalan ingpo kejadian di darat selama gue di langit","1915355920097567111","","","in","","0","0","0","https://x.com/undefined/status/1915355920097567111","1045695731087040512",
"1915292505576530231","Thu Apr 24 10:31:00 +0000 2025","0","@magnoworks @Mdy_Asmara1701 @DediMulyadi71 Ya klo @DediMulyadi71 memang berpihak ke rakyat terutama jabar dan berniat memakmurkan rakyat jabar ya harus berani demi rakyat bukan demi konten/demi @prabowo /demi partai/ demi Ormas dll. Dari sini rakyat Jabar bisa melihat sebenarnya @DediMulyadi71 berpihak kesiapa?","1915352768174600250","","magnoworks","in","","0","2","0","https://x.com/undefined/status/1915352768174600250","985730749209788416",
"1915350472073925031","Thu Apr 24 10:21:52 +0000 2025","0","Mo mandi tp takut ketinggalan kalo 1st win poppop","1915350472073925031","","","in","","0","0","0","https://x.com/undefined/status/1915350472073925031","1331855680324599810",
"1915035203573256605","Thu Apr 24 09:39:48 +0000 2025","4","@cursedkidd bg wills ini bkn demi konten. tp demi adik gw yg tiap buka HP hrs pake sendok krn casingnya udah pensiun batre ngamuk layar ngeghosting. Pas ngegame fps-nya bkn frame per second tp frame per semester. gw udah janjiin HP pas ultah tp dompet gw jg ultah. isinya: harapan ","1915339886661599667","","cursedkidd","in","","0","1","0","https://x.com/undefined/status/1915339886661599667","3269928080",
"1915336391464280558","Thu Apr 24 09:25:55 +0000 2025","0","Tadi nya sepanjang gua ketahan pipis takut ketinggalan jumpscare . ManusiaBerusaha IblisMemperdaya","1915336391464280558","","","in","","0","0","0","https://x.com/undefined/status/1915336391464280558","1686579011617775616",
"1915293754967429561","Thu Apr 24 09:23:40 +0000 2025","0","@PaceCrypto saya suka analisa kamu bang analisanya sangat membantu sekedar saran aja jangan terlalu rakus jika sudah untung jika sekiranya udah untung jual aja biar lebih aman karena masih banyak koin koin baru yang akan muncul jangan takut ketinggalan moment","1915335826739016178","","PaceCrypto","in","","0","0","0","https://x.com/undefined/status/1915335826739016178","954205248318353408",
"1915334502844682577","Thu Apr 24 09:18:25 +0000 2025","0","Opini sampah anjing.Demi konten lu dengan enteng bilang gini .Asli sakit hati gua baca ini kalo lu ngga pernah ngerasain mending diem deh. Banyak perempuan diluar sana dia survive menjalani hidup dengan banyak luka yang dipendam tapi bisa sukses dengan itu semua.","1915334502844682577","","","in","","0","0","0","https://x.com/undefined/status/1915334502844682577","1806373239792537600",
"1915332369520959621","Thu Apr 24 09:09:56 +0000 2025","0","aku mau jajan... ayolah cepet kakxkaksbak takut ketinggalan","1915332369520959621","","","in","","0","0","0","https://x.com/undefined/status/1915332369520959621","1811438791963656192",
"1914757218215584117","Thu Apr 24 09:09:12 +0000 2025","8","@iladasilfar KATA SIAPAAAA ANJING NGGA WORTH IT? MAJU LO SINI DEMI KONTEN LU NGEJATUHIN ORANG KEK GITU. ASAL LU TAU YA NGENTD NGGA SEMUA KEK GITU. GUA CURIGA WAKTU PEMBAGIAN OTAK SAMA EMPATI LU KAGA DATENG MAKANYA NGETIK LU ENTENG BANGET GINI","1915332185479143457","","iladasilfar","in","","0","0","0","https://x.com/undefined/status/1915332185479143457","1806373239792537600",
"1915331163461431688","Thu Apr 24 09:06:31 +0000 2025","0","@CassetteHearts Neee! Aku baru mau kenalan tapi ikut GA-nya dulu takut ketinggalan! &gt;____&lt;","1915331510791782459","","CassetteHearts","in","","0","1","0","https://x.com/undefined/status/1915331510791782459","1545549704",
"1915331476951859562","Thu Apr 24 09:06:23 +0000 2025","0","gua keringetan sepanjang tp gamau ngedip karena takut ketinggalan. ManusiaBerusaha IblisMemperdaya https://t.co/HXceuopZsQ","1915331476951859562","https://pbs.twimg.com/ext_tw_video_thumb/1915331407347687424/pu/img/Hdftx4ZSVmdwr2k3.jpg","","in","","0","0","0","https://x.com/undefined/status/1915331476951859562","1738122768934465536",
"1914757218215584117","Thu Apr 24 09:00:07 +0000 2025","1","@iladasilfar demi konten jatuhin org kek gini lu pikir keren begitu? malah kek bencong","1915329899050811716","","iladasilfar","in","","0","1","0","https://x.com/undefined/status/1915329899050811716","1267665576438063104",
"1915282099067883521","Thu Apr 24 08:38:21 +0000 2025","0","@kihyunsleman Gapapa banget! (imo) fangirling should be fun. Ga perlu dipaksakan ga perlu takut ketinggalan. Se-happy &amp; senyamannya aja gapapa banget kalo mau minggir dan lakuin hal lain pas lagi overwhelmed jadi WNI aja udah draining energy bgt wajar kalo capek","1915324422455791743","","kihyunsleman","in","","0","0","0","https://x.com/undefined/status/1915324422455791743","1283027605193584641",
"1915283128299487491","Thu Apr 24 06:30:13 +0000 2025","0","Tapi ya demi konten ada aja yang coba. Dan yang coba sekarang jadi bijak dan suka review rumah sakit. https://t.co/MIxV4yalw2","1915292173689405715","","komisarisbumn","in","","0","0","0","https://x.com/undefined/status/1915292173689405715","901133972",
"1915290816442147009","Thu Apr 24 06:24:49 +0000 2025","0","gini amat demi konten udah dpt berapa duit? nih gue tambahin biar makin luas jangkauannya. amit2 deh naudzubillah semoga ga ketemu cowo macam gini","1915290816442147009","","","in","","0","0","0","https://x.com/undefined/status/1915290816442147009","1069076092323946496",
"1914975851583791529","Thu Apr 24 05:27:25 +0000 2025","2","@himacokes @kegblgnunfaedh Nitip telor dulu. Takut ketinggalan ceritanya https://t.co/OUfmandzUF","1915276369820344615","https://pbs.twimg.com/media/GpRttRZbYAYRwZQ.jpg","himacokes","in","","0","0","0","https://x.com/undefined/status/1915276369820344615","1681015740009418752",
"1915272010118422702","Thu Apr 24 05:10:05 +0000 2025","0","Bisa aja sebenernya ikut riding the wave kesenjangan sosial tapi bedanya orang-orang cuma ngonten ya kalo kitamah yang mengalami wkwk. Gaperlu ngonten juga udah sehari-hari wkwkwk pas lewat di TL kadang pen nyeletuk Eh lu kan tajir ko pura-pura miskin demi konten ","1915272010118422702","","","in","","0","1","0","https://x.com/undefined/status/1915272010118422702","715717477229928448",
"1915264057277288888","Thu Apr 24 04:38:29 +0000 2025","0","p1h nih beneran definisi gen z yang kalo gak ikut tren tiktok bakal demam kali yak tapi gua suka bgt mereka kalo udah gen z era","1915264057277288888","","","in","","0","0","0","https://x.com/undefined/status/1915264057277288888","1546868976369954816",
"1915259796217061659","Thu Apr 24 04:21:33 +0000 2025","0","nasibb kebagian dayy-9 malahan keganggu sana sini entah yang bocoran soal jadine keseringan scroll X takut ketinggalan berita materi ambyar semua ya Allah konsistennya jga redupp. apa perlu restt ya?","1915259796217061659","","","in","","0","0","0","https://x.com/undefined/status/1915259796217061659","1855455914863861760",
"1915259139850399979","Thu Apr 24 04:18:57 +0000 2025","0","sorry ya w repost SEMUAA YG LEWAT krn takut ketinggalan hue masih kerja brok gbs pantengin TL","1915259139850399979","","","in","","0","0","0","https://x.com/undefined/status/1915259139850399979","950327183385374720",
"1915169362396537095","Thu Apr 24 04:12:25 +0000 2025","0","@ShinyAsahii ADA STUDY TOUR DI SEKOLAH AKU TAKUT KETINGGALAN BUS","1915257495578435952","","AcheOfAKUGW","in","","0","0","0","https://x.com/undefined/status/1915257495578435952","805619475319898112",
"1915169362396537095","Thu Apr 24 04:11:23 +0000 2025","0","@ShinyHaewon TAKUT KETINGGALAN BUS DD. HARI INI KK ADA STUDY TOUR DI SEKOLAH","1915257235393175840","","ShinyHaewon","in","","0","0","0","https://x.com/undefined/status/1915257235393175840","805619475319898112",
"1915169362396537095","Thu Apr 24 04:11:02 +0000 2025","0","@ShinyWinteo Aku bangun pagi soalnya hari ini ada Study Tour Kk. Takut ketinggalan bus","1915257147606311033","","acrelile","in","","0","1","0","https://x.com/undefined/status/1915257147606311033","805619475319898112",
"1915209079028580395","Thu Apr 24 04:04:22 +0000 2025","0","@nakamahargamati lagian sih ada ada aja demi konten","1915255469956063693","","pikpikripik","in","","0","0","0","https://x.com/undefined/status/1915255469956063693","1444541782654533633",
"1913941382164873606","Thu Apr 24 04:03:30 +0000 2025","0","@iionghyuck Hallo juga kak Raden! semoga kita bisa akrab ya ngobrol banyak boleh banget aku aslinya yapper profesional (kalo lg gak lemes). ngakakkk kakak takut ketinggalan ya? kalau ketinggalan biar ketemu kakak harus sebut nama kakak 4x gak?","1915255253785862559","","iionghyuck","in","","0","1","0","https://x.com/undefined/status/1915255253785862559","1359701981313474562",
"1915229881295671403","Thu Apr 24 03:59:25 +0000 2025","0","@sotodagiing ngebut banget ini takut ketinggalan wkwk","1915254223119499491","","lettah0ran","in","","0","0","0","https://x.com/undefined/status/1915254223119499491","1804382671273160705",
"1915075339094753564","Thu Apr 24 03:52:43 +0000 2025","0","@raffimulyaa WKWKWK pajak negara dipake buat bayar bot sama buzzer demi konten video youtube doang","1915252538842263923","","raffimulyaa","in","","0","0","0","https://x.com/undefined/status/1915252538842263923","216640816",
"1915248137381511374","Thu Apr 24 03:42:59 +0000 2025","0","@henzieeAg demi konten wkwk","1915250088487932158","","henzieeAg","in","","0","1","0","https://x.com/undefined/status/1915250088487932158","350736683",
"1915001031190262199","Thu Apr 24 02:00:35 +0000 2025","0","@littlenyom kapan kah? aku takut ketinggalan lg krn bener2 gak muncul di mentab mentionnya","1915224318126215515","","littlenyom","in","","0","2","0","https://x.com/undefined/status/1915224318126215515","1187349000787152896",
"1915024431329812495","Wed Apr 23 12:46:18 +0000 2025","10","Guys penasaran aja kalian FOMO untuk entry dan takut ketinggalan atau enggak?","1915024431329812495","","","in","","1","6","0","https://x.com/undefined/status/1915024431329812495","1904032048517697536",
"1915015036432531662","Wed Apr 23 12:15:43 +0000 2025","0","@YonoSsaem takut ketinggalan ssaem","1915016733318152696","","YonoSsaem","in","","0","0","0","https://x.com/undefined/status/1915016733318152696","211816787",
"1914909158337323512","Wed Apr 23 12:07:13 +0000 2025","1","@serapharchangel mjb aku mau nitip ya bub takut ketinggalan info juga...","1915014596676706364","","serapharchangel","in","","0","0","0","https://x.com/undefined/status/1915014596676706364","1650551611994021889",
"1910932441013105105","Wed Apr 23 11:48:19 +0000 2025","0","@Leizkim Betah juga ngobrol sama cewe cantik yang namanya Leizkim ini! Eh kenapa deh tiba-tiba banget anak Gensil lain pada baru jbjb ya? Takut ketinggalan info. ","1915009840143126902","","Leizkim","in","","0","1","0","https://x.com/undefined/status/1915009840143126902","1450141124035633153",
"1914998722565640680","Wed Apr 23 11:04:09 +0000 2025","0","haruskah gue lamgganan wv riize sebulan saat ini juga? takut ketinggalan livenya anton ","1914998722565640680","","","in","","0","0","0","https://x.com/undefined/status/1914998722565640680","1271827576030326790",
"1914993575139610805","Wed Apr 23 10:43:41 +0000 2025","0","Terlalu santai merasa takut ketinggalan terburu-buru malah gak hati-hati ","1914993575139610805","","","in","","0","0","0","https://x.com/undefined/status/1914993575139610805","1108929746",
"1914992868785311823","Wed Apr 23 10:40:53 +0000 2025","0","liat tailer ga mood nonton tapi penasaran sama takut ketinggalan :v MOQEEL AGZ EPS 142 #MOQEELatAGZEps142 #MOQEEL","1914992868785311823","","","in","","0","0","0","https://x.com/undefined/status/1914992868785311823","1898276905285304325",
"1914983231759294846","Wed Apr 23 10:02:35 +0000 2025","0","hoax anjir demi konten","1914983231759294846","","","in","","0","0","0","https://x.com/undefined/status/1914983231759294846","1102544559920168960",
"1914901379287753151","Wed Apr 23 09:48:17 +0000 2025","0","@pikiran_rakyat @DediMulyadi71 tidak di tindak oknum2 nya . prilaku kesewenang2 an oknum nya akan ber ulang kalau begini terus bisa jadi kegiatan kang Dedi hanya demi konten semata tidak menyentuh akar masalahnya","1914979631972679909","","reskap_","in","","0","1","0","https://x.com/undefined/status/1914979631972679909","1088309132",
"1914670247724114269","Wed Apr 23 09:12:04 +0000 2025","0","@Kkaicastle Wkwkwk bee looo kan demi konten yak","1914970515590250558","","Kkaicastle","in","","0","0","0","https://x.com/undefined/status/1914970515590250558","1045307267090767872",
"1914817227414704345","Wed Apr 23 08:18:57 +0000 2025","0","@lacheriebon Antara emang bodoh apa demi.konten ya? Kadang jd trust issue sama yg gini2","1914957148360003610","","lacheriebon","in","","0","1","0","https://x.com/undefined/status/1914957148360003610","44561934",
"1914952347282718968","Wed Apr 23 08:17:14 +0000 2025","0","@Memoramco18 pls tag akuu kka takut ketinggalan","1914956719727501412","","Memoramco18","in","","0","0","0","https://x.com/undefined/status/1914956719727501412","964910663079411712",
"1914951016866570643","Wed Apr 23 07:59:55 +0000 2025","2","@orenjiiiyo Loh iya kah? Aku fokus ke akunya dn kak takut ketinggalan tapi tenyata akun kakak dulu yang muncul di notif.","1914952359056433331","","orenjiiiyo","in","","0","0","0","https://x.com/undefined/status/1914952359056433331","1805945073655492608",
"1914950112637239351","Wed Apr 23 07:50:59 +0000 2025","2","Kalian kalo minder dan ngerasa udah ketinggalan karena liat pada naik belasan puluhan ratusan persen. Jangan ya guys ya. Jangan minder! jangan takut ketinggalan! Ini baru mulai! Tugas kalian: 1. Belajar paling enggak cara deposti beli dan jual. 2. Perhatikan token dan coin https://t.co/r9nzUDcr32","1914950112637239351","https://pbs.twimg.com/media/GpNEDNOboAAJ-_3.jpg","","in","","0","2","0","https://x.com/undefined/status/1914950112637239351","3149610684",
"1914943057406869603","Wed Apr 23 07:22:57 +0000 2025","0","ngga dateng kelas takut ketinggalan masuk kelas pusing tugas","1914943057406869603","","","in","","0","0","0","https://x.com/undefined/status/1914943057406869603","976267286163079168",
"1914911034709827973","Wed Apr 23 07:05:04 +0000 2025","0","@sugarushelegy takut ketinggalan","1914938558286123040","","sugarushelegy","in","","0","0","0","https://x.com/undefined/status/1914938558286123040","1626216232944009222",
"1914873815081083317","Wed Apr 23 06:52:56 +0000 2025","0","@sluibt Hanya demi konten... Tolol nya nyampe ke tulang2","1914935502945374611","","sluibt","in","","0","0","0","https://x.com/undefined/status/1914935502945374611","1511184155547402248",
"1914926198615953567","Wed Apr 23 06:22:57 +0000 2025","0","@pitahabit takut ketinggalan wooo hiks","1914927958890033204","","pitahabit","in","","0","0","0","https://x.com/undefined/status/1914927958890033204","1362850329662947330",
"1914862763408761209","Wed Apr 23 06:14:27 +0000 2025","0","@4n4n53tegal sering banget kaya gtu fomo skincare","1914925819417518469","","4n4n53tegal","in","","0","0","0","https://x.com/undefined/status/1914925819417518469","2892023760",
"1914842403548336151","Wed Apr 23 05:38:17 +0000 2025","1","@RomiAuliaPutra1 @C_IndahJKT48 Jam berapa kak takut ketinggalan huhu","1914916715659715031","","RomiAuliaPutra1","in","","0","1","0","https://x.com/undefined/status/1914916715659715031","2862016362",
"1914911394530808316","Wed Apr 23 05:17:08 +0000 2025","1"," : wihh keren km morning person ya jam 4 dah bangun. pasti tahajud sm shubuhan ya : engga gitu mslhnya aku ini wita kamu wib. sm aku takut ketinggalan bus berangkat kerja. : oalaa kirain hehehe : tapi tetep shubuhan kok hehehe","1914911394530808316","","","in","","0","1","0","https://x.com/undefined/status/1914911394530808316","1384273902",
"1914909158337323512","Wed Apr 23 05:08:15 +0000 2025","0","jurnal jurnil kita ada ga si grup yg tanpa kating gitu?? aku takut ketinggalan info dehh","1914909158337323512","","","in","","0","1","0","https://x.com/undefined/status/1914909158337323512","1388295939157233665",
"1914907338370134240","Wed Apr 23 05:01:01 +0000 2025","0","kabar ukt ui gmn ya? uda ada kelanjutannya blm? aku takut ketinggalan","1914907338370134240","","","in","","0","2","0","https://x.com/undefined/status/1914907338370134240","1815917382189342720",
"1914637445037220094","Wed Apr 23 04:59:49 +0000 2025","0","@bacottetangga__ aura cinta rela bersuara dengan otak kosong demi konten","1914907037450035523","","Goonddrong","in","","0","0","0","https://x.com/undefined/status/1914907037450035523","1221561433797713920",
"1914633327182495751","Wed Apr 23 04:58:14 +0000 2025","0","@_maidraw Huhuhuww aku juga takut ketinggalan ","1914906639297339492","","_maidraw","in","","0","0","0","https://x.com/undefined/status/1914906639297339492","1764639949931020288",
"1914874066093355419","Wed Apr 23 04:49:59 +0000 2025","0","@Pai_C1 Kadang nalar manusia entah kemana. Hanya demi konten rela merendahkan harkat dan martabat nya sbg manusia (perempuan)","1914904563297214626","","Pai_C1","in","","0","0","0","https://x.com/undefined/status/1914904563297214626","221996441",
"1914894836911800652","Wed Apr 23 04:28:39 +0000 2025","0","@hoonkeuu jadi ga tenang takut ketinggalan moment baru","1914899194923663607","","hoonkeuu","in","","0","0","0","https://x.com/undefined/status/1914899194923663607","1260575627289247752",
"1914890080571052453","Wed Apr 23 04:12:54 +0000 2025","0","@Eilaniaa_ PLS TAG AKU TAKUT KETINGGALAN ","1914895231302168648","","Eilaniaa_","in","","0","1","0","https://x.com/undefined/status/1914895231302168648","1752304461400387584",
"1914853415957798956","Wed Apr 23 04:08:26 +0000 2025","0","@Pai_C1 Ampun dah ah demi konten dong","1914894104758247751","","Pai_C1","in","","0","0","0","https://x.com/undefined/status/1914894104758247751","1081742312202371077",
"1914851901327524018","Wed Apr 23 04:04:36 +0000 2025","0","@AyaPamungkas Aku ga maem isuk :( dadi sisanke bawa buanyak. Selain itu ya demi konten hahahaa. Kemaren gegara tulangku wes kropos juga njuk mulai merhatiin makanan selain suplemen huhu","1914893142530154639","","AyaPamungkas","in","","0","0","0","https://x.com/undefined/status/1914893142530154639","429703453",
"1914869595305050289","Wed Apr 23 03:13:36 +0000 2025","0","@bizarrebeam tugasnya ada apaa aja deh kalau boleh tau... aku takut ketinggalan","1914880306018181604","","bizarrebeam","in","","0","1","0","https://x.com/undefined/status/1914880306018181604","1405190339795718145",
"1914878340705796190","Wed Apr 23 03:13:23 +0000 2025","0","@r0chamyn betul la tu takut ketinggalan ini anak","1914880251496423799","","r0chamyn","in","","0","1","0","https://x.com/undefined/status/1914880251496423799","332066413",
"1914831596194074934","Wed Apr 23 03:08:59 +0000 2025","0","@banjarbase Remake gedung MA biar kekinian jua jar ada anggaran.","1914879143122223388","","banjarbase","in","","0","0","0","https://x.com/undefined/status/1914879143122223388","1873148595756777473",
"1914850835877781899","Wed Apr 23 02:26:56 +0000 2025","0","@dikidawawe3 Demi konten dong sampe merusak tanaman","1914868562340274205","","dikidawawe3","in","","0","0","0","https://x.com/undefined/status/1914868562340274205","1081742312202371077",
"1914830284148842893","Wed Apr 23 01:50:48 +0000 2025","1","@csjart Takut banget ga buka sosmed takut ketinggalan momen kencan ayah papa","1914859471270220024","","csjart","in","","0","1","0","https://x.com/undefined/status/1914859471270220024","1469603222071373826",
"1914856333402423327","Wed Apr 23 01:39:45 +0000 2025","0","kok nggak ada yang bilang ke aku kalau bioskop akan tetap ada film bagus akan tetap diproduksi jadi kamu nggak perlu takut ketinggalan sama siapapun.","1914856689641382050","","Permoto","in","","0","0","0","https://x.com/undefined/status/1914856689641382050","290344132",
"1914698871508488396","Tue Apr 22 15:12:39 +0000 2025","2","Udah 11 bulan ini tiap mau nge bl hati ga tenang gara² NETJJ takut ketinggalan gebrakan mereka serius deh ","1914698871508488396","","","in","","0","0","0","https://x.com/undefined/status/1914698871508488396","1587695140948176897",
"1914616414150840558","Tue Apr 22 15:00:03 +0000 2025","0","@dailyanakkost Emang harus selucu ini demi konten ya ","1914695703038976150","","dailyanakkost","in","","0","0","0","https://x.com/undefined/status/1914695703038976150","1453165764928696320",
"1914610317272997981","Tue Apr 22 14:10:03 +0000 2025","0","@garrettcaramel buset segitunya demi konten","1914683117803380741","","garrettcaramel","in","","0","0","0","https://x.com/undefined/status/1914683117803380741","1095314552424607744",
"1914269229156892899","Tue Apr 22 14:03:05 +0000 2025","0","@Eviicak2 Kimakk bikin macet demi konten fb pro","1914681366094176623","","Eviicak2","in","","0","0","0","https://x.com/undefined/status/1914681366094176623","1585504144013479936",
"1913924097899401329","Tue Apr 22 13:30:51 +0000 2025","0","@udhcukupyak Harus selucu ini ya demi konten ","1914673254792679912","","udhcukupyak","in","","0","0","0","https://x.com/undefined/status/1914673254792679912","1453165764928696320",
"1914633327182495751","Tue Apr 22 13:20:46 +0000 2025","0","@_evanCHU Untung masih sample takut ketinggalan po kalau ada yg buka","1914670716890571186","","_evanCHU","in","","0","1","0","https://x.com/undefined/status/1914670716890571186","1133421160006160384",
"1914546115271434583","Tue Apr 22 13:20:26 +0000 2025","0","@Zaxveline Demi konten gitu amat","1914670632182407494","","Zaxveline","in","","0","0","0","https://x.com/undefined/status/1914670632182407494","1056828120538406912",
"1914604300380078090","Tue Apr 22 13:19:37 +0000 2025","0","@virgoinside jangan takut ketinggalan dong","1914670426703454253","","virgoinside","in","","0","0","0","https://x.com/undefined/status/1914670426703454253","1139864740308500484",
"1914670377491697714","Tue Apr 22 13:19:25 +0000 2025","0","sky nani kapan keluarnya takut ketinggalan soalnya gue sambil nonton kians bizzare","1914670377491697714","","","in","","0","0","0","https://x.com/undefined/status/1914670377491697714","1604443707737923584",
"1914669393008894113","Tue Apr 22 13:15:30 +0000 2025","0","aduh pusing gue maksa baca-bacain tweet hangeul dengan skill dibawah anak tk (takut ketinggalan) *pijet pijet alis","1914669393008894113","","","in","","0","0","0","https://x.com/undefined/status/1914669393008894113","499403961",
"1914283608149491819","Tue Apr 22 13:03:48 +0000 2025","0","@kimjk_11 @bilovern takut ketinggalan deh soalnya blm ada kabar lagii","1914666447437275494","","oursevenvictory","in","","0","1","0","https://x.com/undefined/status/1914666447437275494","1355773605087379460",
